,...1,Species,Colony,Site,Temp,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,fv_fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv_Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
196,202,Pocillopora,POC_22,Papagayo,22,20260217.01,2/17/2026,35019,511.6,-0.3,21.5,16.89,170.1,293.3,123.2,0.42,290.1,0.3,0.63,362,0.18,2645,0.19,145638,--------,-------,865,29074,400,358.3,380.8,22.5,0.059,146,0.15,0.099,613,0.017,16877,0.885,16979,--------,-------,15334,15360,65.2
197,203,Pocillopora,POC_29,Papagayo,22,20260217.01,2/17/2026,35049,598.7,-0.2,21.5,16.88,160.6,253,92.5,0.365,287.4,0.25,0.59,373,0.19,2465,0.23,162295,--------,-------,880,37246,400,307.1,319.9,12.7,0.04,155.8,0.01,0.162,264,0.824,16960,0.014,39018,--------,-------,14211,14558,70.4
198,204,Pocillopora,POC_23,Papagayo,22,20260217.01,2/17/2026,35083,554.3,-0.3,21.5,16.87,148.6,216.7,68.1,0.314,260.8,0.21,0.53,394,0.19,2513,0.27,151286,--------,-------,956,42067,500,229.9,240.9,11.1,0.046,153.6,0.12,0.164,604,0.823,18422,0.013,19252,--------,-------,15469,15519,64.6
199,205,Pocillopora,POC_21,Papagayo,22,20260217.01,2/17/2026,35147,544.3,-0.3,21.5,16.85,128.4,204.8,76.4,0.373,249.7,0.33,0.58,363,0.17,2264,0.25,123780,--------,-------,791,31838,500,231.3,246,14.8,0.06,147.8,0.21,0.125,463,0.863,18685,0.012,20021,--------,-------,16380,16423,61.1
200,206,Pocillopora,POC_30,Papagayo,22,20260217.01,2/17/2026,35182,445.8,-0.3,21.6,16.82,181.3,308.3,127,0.412,323.8,0.23,0.59,430,0.2,2517,0.2,143394,--------,-------,963,29683,400,371.1,393.8,22.7,0.058,150.8,0.04,0.132,614,0.853,18244,0.015,18248,--------,-------,15881,15916,63
201,207,Porites,POR_33,Papagayo,24,20260217.01,2/17/2026,38245,785.7,-0.3,22.7,16.86,117.2,190.4,73.2,0.384,229.7,0.3,0.63,420,0.17,3655,0.19,207149,--------,-------,1107,41076,500,230.7,240.7,9.9,0.041,158.8,0,0.025,564,0.933,18520,0.042,50854,--------,-------,18049,19436,55.4
202,208,Porites,POC_40,Papagayo,24,20260217.01,2/17/2026,38302,550,-0.2,22.7,16.83,211.7,367.4,155.6,0.424,290.5,0.24,0.61,437,0.2,2433,0.19,112809,--------,-------,924,21898,300,398.8,426.2,27.4,0.064,153,0.1,0.164,416,0.823,20243,0.012,25898,--------,-------,16946,17057,59
203,209,Porites,POR_32,Papagayo,24,20260217.01,2/17/2026,38349,824.9,-0.3,22.7,16.8,134.5,215.8,81.3,0.377,249.5,0.32,0.64,404,0.16,2465,0.2,173189,--------,-------,825,35255,500,249.2,273,23.7,0.087,177.3,0.37,0.834,32,0.148,17921,0.018,35091,--------,-------,2728,3313,366.6
204,210,Porites,POR_37,Papagayo,24,20260217.01,2/17/2026,38388,577.4,-0.3,22.8,16.79,230.4,405.1,174.6,0.431,276.2,0.25,0.61,410,0.18,2313,0.2,130306,--------,-------,847,27237,300,448.9,479.4,30.5,0.064,153.2,0.09,0.154,429,0.822,18083,0.023,18084,--------,-------,15292,15358,65.4
205,211,Porites,POC_31,Papagayo,24,20260217.02,2/17/2026,38433,539.3,-0.3,22.8,16.8,180.7,301.4,120.8,0.401,268.3,0.27,0.57,378,0.21,1812,0.22,111755,--------,-------,768,24679,400,320,342.2,22.2,0.065,159.6,0.27,0.163,418,0.825,20683,0.012,31415,--------,-------,17350,17518,57.6
206,212,Pocillopora,POC_23,Papagayo,24,20260217.02,2/17/2026,38494,415.4,-0.2,22.9,16.76,134.5,232.9,98.4,0.423,248.6,0.29,0.58,450,0.17,2506,0.24,113991,--------,-------,923,28494,600,232.2,252.9,20.8,0.082,156.1,0.33,0.176,682,0.812,19131,0.012,19235,--------,-------,15843,15884,63.1
207,213,Pocillopora,POC_29,Papagayo,24,20260217.02,2/17/2026,38540,900,-0.3,22.9,16.74,132.4,227.1,94.7,0.417,238.5,0.33,0.57,390,0.21,2245,0.23,139396,--------,-------,888,32239,600,273.6,291.3,17.7,0.061,172.2,0.23,0.791,29,0.197,16139,0.012,48640,--------,-------,3240,3798,308.6
208,214,Pocillopora,POC_21,Papagayo,24,20260217.02,2/17/2026,38577,630,-0.3,22.9,16.75,110.5,174.8,64.3,0.368,222.5,0.35,0.58,483,0.1,2873,0.32,120580,--------,-------,841,38751,700,186,197.3,11.3,0.057,148.1,0.14,0.112,744,0.016,18120,0.872,18142,--------,-------,16164,16196,61.9
209,215,Pocillopora,POC_22,Papagayo,24,20260217.02,2/17/2026,38633,441,-0.3,22.9,16.72,162.6,285.7,123.1,0.431,242.7,0.31,0.57,429,0.2,2959,0.23,137687,--------,-------,1098,32263,500,278.5,303.2,24.6,0.081,158.6,0.24,0.161,600,0.825,17495,0.014,17501,--------,-------,14732,14769,67.9
210,216,Pocillopora,POC_30,Papagayo,24,20260217.02,2/17/2026,38672,689.5,-0.2,22.9,16.71,109.3,192,82.7,0.431,236.6,0.33,0.56,366,0.21,1890,0.23,116249,--------,-------,790,27136,600,223.2,233.7,10.6,0.045,162,0,0.046,656,0.924,16420,0.03,30880,--------,-------,15670,16129,63.8
211,217,Porites,POR_37,Papagayo,26,20260217.02,2/17/2026,41958,563.8,-0.3,23.6,16.74,228.1,403.8,175.7,0.435,269.4,0.25,0.54,386,0.25,1861,0.21,101305,--------,-------,849,21557,200,439,468.2,29.1,0.062,145.6,0.23,0.105,429,0.884,19275,0.011,21738,--------,-------,17271,17321,57.9
212,218,Porites,POR_33,Papagayo,26,20260217.02,2/17/2026,41978,465.6,-0.3,23.6,16.74,226.7,386.4,159.7,0.413,300.1,0.22,0.62,416,0.18,2196,0.2,128338,--------,-------,810,26875,300,430.8,466.4,35.6,0.076,153.1,0.15,0.155,409,0.02,19723,0.826,19724,--------,-------,16677,16737,60
213,219,Porites,POC_40,Papagayo,26,20260217.02,2/17/2026,42007,672,-0.3,23.6,16.73,202.8,350.2,147.4,0.421,301,0.27,0.66,397,0.15,2638,0.19,126054,--------,-------,819,24064,300,419.3,438.5,19.2,0.044,200.7,0.01,0.016,526,0.954,17620,0.03,35648,--------,-------,17337,17889,57.7
214,220,Porites,POR_32,Papagayo,26,20260217.02,2/17/2026,42028,491.3,-0.3,23.7,16.71,212.5,356.6,144.1,0.404,278.7,0.23,0.64,425,0.17,2909,0.19,172715,--------,-------,933,33896,300,386.9,418.5,31.6,0.075,154.5,0.16,0.177,440,0.804,19602,0.019,19620,--------,-------,16137,16203,62
215,221,Porites,POC_31,Papagayo,26,20260217.03,2/17/2026,42052,792.8,-0.3,23.7,16.72,113.7,185.1,71.4,0.386,244.2,0.31,0.61,438,0.16,3031,0.22,138345,--------,-------,983,31854,600,206.8,217.1,10.3,0.047,161.5,0,0.038,561,0.934,17761,0.028,52065,--------,-------,17088,18053,58.5
216,222,Pocillopora,POC_30,Papagayo,26,20260217.03,2/17/2026,42076,555,-0.3,23.6,16.7,134.9,239.3,104.4,0.436,247.1,0.3,0.54,391,0.22,2009,0.24,113532,--------,-------,852,27823,500,252.6,269.1,16.5,0.061,159.9,0.13,0.148,647,0.841,16363,0.01,16905,--------,-------,14009,14039,71.4
217,223,Pocillopora,POC_22,Papagayo,26,20260217.03,2/17/2026,42098,900,-0.3,23.7,16.71,41.4,63.3,22,0.347,190.9,0.52,0.51,471,0.14,4344,0.35,189612,--------,-------,1291,67042,1100,74.9,78.7,3.9,0.049,139.7,0.48,0.084,525,0.011,20235,0.905,20387,--------,-------,18700,18716,53.5
218,224,Pocillopora,POC_29,Papagayo,26,20260217.03,2/17/2026,42126,590.8,-0.3,23.7,16.68,65.4,106.9,41.5,0.388,204.5,0.41,0.59,478,0.15,4880,0.26,234125,--------,-------,1352,62641,900,112.3,120.1,7.8,0.065,152.3,0.19,0.167,521,0.013,17892,0.82,18012,--------,-------,15052,15090,66.4
219,225,Pocillopora,POC_23,Papagayo,26,20260217.03,2/17/2026,42146,488.9,-0.3,23.7,16.69,95.3,156.3,60.9,0.39,223.8,0.32,0.6,426,0.16,2586,0.25,150760,--------,-------,874,37813,700,162.6,176.3,13.7,0.078,156.2,0.24,0.192,624,0.791,17951,0.017,17974,--------,-------,14560,14618,68.7
220,226,Pocillopora,POC_21,Papagayo,26,20260217.03,2/17/2026,42173,739,-0.3,23.7,16.68,44.4,69.8,25.4,0.364,193.8,0.42,0.53,446,0.14,2970,0.33,172760,--------,-------,989,57753,1100,124.1,130.3,6.2,0.048,148.7,0.06,0.126,471,0.858,16551,0.016,16564,--------,-------,14498,14531,69
221,227,Porites,POR_33,Papagayo,28,20260217.03,2/17/2026,45271,557.3,-0.3,24.1,16.7,226.9,386.3,159.4,0.413,285.2,0.25,0.57,421,0.19,2105,0.23,131552,--------,-------,845,31093,200,401.3,433.4,32.1,0.074,160.3,0.01,0.187,446,0.79,16092,0.023,16093,--------,-------,13098,13167,76.3
222,228,Porites,POR_32,Papagayo,28,20260217.03,2/17/2026,45298,791.6,-0.3,24.2,16.69,134.4,225.6,91.2,0.404,253.5,0.29,0.59,362,0.18,1918,0.23,136156,--------,-------,728,31412,500,247.9,263.5,15.6,0.059,159.5,0,0.13,439,0.844,17549,0.026,19646,--------,-------,15257,15371,65.5
223,229,Porites,POC_40,Papagayo,28,20260217.03,2/17/2026,45322,554.1,-0.3,24.2,16.68,223.7,384.2,160.5,0.418,321.2,0.25,0.64,420,0.14,2318,0.22,121346,--------,-------,765,26881,300,419.5,453.5,34,0.075,159.2,0.07,0.159,421,0.022,17441,0.819,17526,--------,-------,14741,14799,67.8
224,230,Pocillopora,POC_29,Papagayo,28,20260217.03,2/17/2026,45346,512.9,-0.3,24.2,16.67,126.3,211.9,85.6,0.404,232.9,0.34,0.54,370,0.21,2165,0.25,127073,--------,-------,870,32662,600,228.7,244.9,16.2,0.066,160.2,0.3,0.151,657,0.837,18191,0.012,18194,--------,-------,15513,15546,64.5
225,231,Porites,POR_37,Papagayo,28,20260217.04,2/17/2026,45370,507.9,-0.3,24.2,16.67,184.3,313.8,129.5,0.413,278.5,0.27,0.62,404,0.16,2121,0.23,134973,--------,-------,755,30959,400,,,,,,,,,,,,,,,,,
226,232,Porites,POC_31,Papagayo,28,20260217.04,2/17/2026,45392,613.7,-0.3,24.2,16.66,216.8,365.3,148.5,0.407,304.1,0.27,0.62,352,0.17,2023,0.21,121875,--------,-------,714,26046,300,405.8,435.2,29.3,0.067,151.3,0.07,0.139,436,0.02,17644,0.841,17676,--------,-------,15232,15280,65.7
227,233,Pocillopora,POC_30,Papagayo,28,20260217.04,2/17/2026,45419,424.4,-0.3,24.2,16.66,145.5,243.5,98,0.403,263.6,0.24,0.58,379,0.17,2272,0.25,115759,--------,-------,806,29027,500,240.8,263.1,22.3,0.085,169.9,0.17,0.236,574,0.022,17481,0.743,17516,--------,-------,13436,13525,74.4
228,234,Pocillopora,POC_22,Papagayo,28,20260217.04,2/17/2026,45446,568.8,-0.3,24.3,16.64,158.4,276,117.5,0.426,285.4,0.26,0.56,383,0.18,2198,0.26,123860,--------,-------,823,33301,500,318,335.4,17.5,0.052,153.2,0.06,0.117,591,0.874,15182,0.009,16440,--------,-------,13465,13491,74.3
229,235,Pocillopora,POC_21,Papagayo,28,20260217.04,2/17/2026,45474,444.2,-0.3,24.3,16.65,143.6,237.4,93.7,0.395,240.6,0.32,0.57,425,0.14,2525,0.3,135830,--------,-------,833,40873,500,235.9,259.7,23.8,0.092,163.9,0.26,0.219,608,0.766,17291,0.015,17315,--------,-------,13584,13640,73.6
230,236,Pocillopora,POC_23,Papagayo,28,20260217.04,2/17/2026,45495,556.5,-0.3,24.3,16.64,154.5,257,102.5,0.399,271.4,0.26,0.61,404,0.14,3351,0.25,127537,--------,-------,965,32240,500,279.3,297.5,18.2,0.061,154.3,0.15,0.136,539,0.012,16476,0.852,16532,--------,-------,14332,14358,69.8
231,237,Porites,POR_32,Papagayo,30,20260217.04,2/17/2026,48617,664.9,-0.3,25.4,16.62,240.7,407.6,166.9,0.409,333.2,0.21,0.63,349,0.16,1768,0.22,111302,--------,-------,635,24589,200,433.9,468.9,35,0.075,169.2,0.07,0.18,374,0.799,15933,0.021,15941,--------,-------,13067,13126,76.5
232,238,Porites,POC_31,Papagayo,30,20260217.04,2/17/2026,48651,545.8,-0.3,25.4,16.62,186,315.6,129.6,0.411,312.7,0.24,0.6,323,0.17,1631,0.22,104732,--------,-------,613,23815,400,316.8,350.1,33.2,0.095,180.9,0.16,0.238,457,0.745,16245,0.017,16282,--------,-------,12419,12486,80.5
233,239,Porites,POR_33,Papagayo,30,20260217.04,2/17/2026,48705,562.5,-0.3,25.4,16.63,185.7,316.5,130.8,0.413,338.4,0.27,0.64,324,0.14,1820,0.22,128685,--------,-------,593,28319,400,346,377,31,0.082,175.2,0.26,0.195,415,0.017,16851,0.789,16893,--------,-------,13630,13684,73.4
234,240,Pocillopora,POC_30,Papagayo,30,20260217.04,2/17/2026,48739,459.5,-0.3,25.4,16.61,147.7,238.8,91,0.381,280.8,0.27,0.61,351,0.13,2963,0.26,162164,--------,-------,811,42191,500,237.1,262.1,25,0.095,172.2,0.04,0.284,623,0.025,15661,0.69,15670,--------,-------,11278,11389,88.7
235,241,Pocillopora,POC_22,Papagayo,30,20260217.05,2/17/2026,48802,595.3,-0.3,25.5,16.59,160.9,267.3,106.4,0.398,273.1,0.27,0.59,354,0.16,2760,0.25,126059,--------,-------,873,31739,500,280.7,300,19.3,0.064,178.1,0,0.171,654,0.028,15709,0.801,15713,--------,-------,13071,13145,76.5
236,242,Porites,POC_40,Papagayo,30,20260217.05,2/17/2026,48828,553,-0.3,25.5,16.58,216,364.8,148.8,0.408,371.8,0.24,0.67,343,0.12,2518,0.21,148978,--------,-------,664,31790,300,388.6,427.8,39.2,0.092,185.2,0,0.243,424,0.022,14374,0.734,14399,--------,-------,10923,11000,91.6
237,243,Porites,POR_37,Papagayo,30,20260217.05,2/17/2026,48873,689.8,-0.3,25.6,16.57,134.6,222.4,87.9,0.395,281.9,0.31,0.69,394,0.09,13332,0.22,241256,--------,-------,1901,53493,500,239.2,262.7,23.5,0.089,172.9,0.15,0.221,468,0.762,15425,0.017,15431,--------,-------,12069,12127,82.9
238,244,Pocillopora,POC_21,Papagayo,30,20260217.05,2/17/2026,48914,482.1,-0.3,25.6,16.56,145,248.5,103.5,0.417,250,0.32,0.63,473,0.12,11783,0.25,227194,--------,-------,2314,57608,500,233.6,257.6,24,0.093,179.5,0.24,0.25,678,0.735,15445,0.016,15448,--------,-------,11701,11759,85.5
239,245,Pocillopora,POC_23,Papagayo,30,20260217.05,2/17/2026,48945,570.8,-0.3,25.6,16.55,114.7,191.6,76.8,0.401,242.3,0.32,0.6,393,0.11,3007,0.29,124017,--------,-------,812,36090,600,190.9,206.9,16,0.077,180.1,0.29,0.225,447,0.013,16435,0.762,16466,--------,-------,12820,12867,78
240,246,Pocillopora,POC_29,Papagayo,30,20260217.05,2/17/2026,48976,485.2,-0.3,25.7,16.55,141,233.4,92.4,0.396,290,0.26,0.63,346,0.11,3105,0.25,152126,--------,-------,765,39246,500,253,276.8,23.8,0.086,181.7,0.07,0.243,606,0.023,16117,0.734,16131,--------,-------,12271,12359,81.5
241,247,Porites,POR_32,Papagayo,32,20260217.05,2/17/2026,51736,857.6,-0.3,26,16.59,167.3,280.5,113.2,0.404,275.5,0.25,0.62,349,0.16,2616,0.22,162163,--------,-------,804,36232,300,281,303.2,22.2,0.073,200.4,0,0.185,445,0.771,14969,0.045,17289,--------,-------,12160,12388,82.2
242,248,Porites,POR_33,Papagayo,32,20260217.05,2/17/2026,51759,600.3,-0.3,26,16.57,197.7,339,141.3,0.417,317.9,0.23,0.55,287,0.21,1195,0.24,57092,--------,-------,532,14116,300,331.1,360.2,29.1,0.081,176.2,0.09,0.199,531,0.028,16226,0.773,16281,--------,-------,13059,13148,76.6
243,249,Porites,POC_40,Papagayo,32,20260217.05,2/17/2026,51778,520.8,-0.3,26,16.57,189.2,321.6,132.3,0.412,339.5,0.23,0.61,337,0.16,1851,0.22,112390,--------,-------,659,25737,400,341.6,378.8,37.2,0.098,195,0.11,0.244,495,0.028,15262,0.728,15274,--------,-------,11558,11661,86.5
244,250,Porites,POR_37,Papagayo,32,20260217.05,2/17/2026,51799,612,-0.3,26,16.56,181.7,313.4,131.6,0.42,282.7,0.27,0.62,373,0.14,2704,0.24,112024,--------,-------,795,27781,400,322,355.3,33.3,0.094,185.3,0.16,0.269,433,0.028,14464,0.703,14469,--------,-------,10589,10698,94.4
245,251,Porites,POC_31,Papagayo,32,20260217.06,2/17/2026,51825,620.4,-0.3,26,16.55,189.3,319.5,130.2,0.407,303.3,0.26,0.62,345,0.15,2412,0.23,120540,--------,-------,746,28076,400,316.4,348.3,31.9,0.092,176.6,0.08,0.223,456,0.028,13971,0.749,14020,--------,-------,10909,10994,91.7
246,252,Pocillopora,POC_22,Papagayo,32,20260217.06,2/17/2026,51847,619.4,-0.3,26,16.55,68,106.7,38.7,0.363,214.8,0.38,0.53,303,0.19,2181,0.28,154449,--------,-------,791,43871,800,102.7,111.9,9.2,0.082,170.7,0.24,0.235,559,0.01,15324,0.755,15345,--------,-------,11839,11874,84.5
247,253,Pocillopora,POC_29,Papagayo,32,20260217.06,2/17/2026,51868,843.9,-0.3,26,16.53,28.4,42.8,14.5,0.338,178.9,0.46,0.54,439,0.1,6720,0.37,163890,--------,-------,1408,60894,1300,41.7,45,3.3,0.073,155.5,0.37,0.287,343,0.704,15337,0.008,17293,--------,-------,10991,11044,91
248,254,Pocillopora,POC_23,Papagayo,32,20260217.06,2/17/2026,51891,538.4,-0.3,26.1,16.52,135,224.6,89.6,0.399,248.8,0.29,0.56,386,0.16,3031,0.28,153759,--------,-------,976,43171,500,216.3,235,18.7,0.08,172.8,0.2,0.203,730,0.012,15725,0.785,15738,--------,-------,12652,12688,79
249,255,Pocillopora,POC_30,Papagayo,32,20260217.06,2/17/2026,51911,566.8,-0.3,26.1,16.53,107,182.5,75.5,0.413,229.7,0.35,0.54,361,0.18,2304,0.28,133226,--------,-------,849,38197,700,175.1,191.2,16.2,0.084,178,0.3,0.221,693,0.011,15232,0.768,15268,--------,-------,12005,12041,83.3
250,256,Pocillopora,POC_21,Papagayo,32,20260217.06,2/17/2026,51937,533.5,-0.3,26.1,16.5,109.5,179,69.5,0.388,218.5,0.4,0.52,349,0.18,2876,0.3,149255,--------,-------,993,45836,700,164.7,181.2,16.4,0.091,163.1,0.17,0.266,710,0.013,15172,0.72,15334,--------,-------,11387,11437,87.8
251,257,Porites,POR_32,Papagayo,34,20260217.06,2/17/2026,54592,668.2,-0.3,26.3,16.52,215.9,364.7,148.8,0.408,314.8,0.19,0.61,391,0.14,2952,0.25,104369,--------,-------,874,26283,200,348.1,379.3,31.3,0.082,243.9,0,0.202,560,0.761,13723,0.037,13772,--------,-------,10959,11062,91.2
252,258,Porites,POR_33,Papagayo,34,20260217.06,2/17/2026,54615,614.2,-0.3,26.3,16.51,108.1,178.1,70,0.393,309.4,0.25,0.62,361,0.14,2646,0.24,110709,--------,-------,781,26972,600,161.5,179.1,17.7,0.099,181.1,0.02,0.27,501,0.708,13482,0.021,13487,--------,-------,9897,9974,101
253,259,Porites,POC_40,Papagayo,34,20260217.06,2/17/2026,54641,590.4,-0.3,26.4,16.48,175.7,295.5,119.7,0.405,328.1,0.21,0.61,407,0.16,3627,0.23,126973,--------,-------,1084,29474,400,283.1,311,27.9,0.09,207.1,0.09,0.276,455,0.016,12774,0.708,12920,--------,-------,9421,9475,106.1
254,260,Porites,POR_37,Papagayo,34,20260217.06,2/17/2026,54663,413.3,-0.3,26.3,16.49,22.9,32.3,9.4,0.291,179.2,0.45,0.48,350,0.11,679,0.41,1144903,--------,-------,412,472597,1300,156.3,155,-1.3,-0.008,356.6,0.7,0.812,282,0.139,8476,0.049,180520,--------,-------,1482,10214,674.7
255,261,Pocillopora,POC_21,Papagayo,34,20260217.07,2/17/2026,54685,900,-0.3,26.3,16.48,147.8,253.8,106,0.418,268.2,0.28,0.59,386,0.15,3393,0.25,112855,--------,-------,1007,29245,500,257.8,277.7,19.9,0.072,183.4,0.04,0.196,445,0.017,11826,0.787,11899,--------,-------,9616,9653,104
256,262,Pocillopora,POC_23,Papagayo,34,20260217.07,2/17/2026,54709,564.2,-0.3,26.3,16.48,128.8,210.7,82,0.389,255.4,0.27,0.53,336,0.19,2344,0.28,113748,--------,-------,858,32590,600,189.4,206.1,16.7,0.081,186.4,0.12,0.278,627,0.014,13368,0.707,13505,--------,-------,9871,9921,101.3
257,263,Pocillopora,POC_30,Papagayo,34,20260217.07,2/17/2026,54729,648.3,-0.3,26.4,16.46,95.3,148.1,52.8,0.356,235.7,0.26,0.49,350,0.21,2486,0.3,175883,--------,-------,992,53498,700,136.3,147.1,10.8,0.073,188.6,0.24,0.289,399,0.695,15596,0.016,15628,--------,-------,11134,11206,89.8
258,264,Pocillopora,POC_22,Papagayo,34,20260217.07,2/17/2026,54749,674.4,-0.3,26.3,16.44,73.7,118.2,44.4,0.376,217.1,0.39,0.51,318,0.21,2088,0.28,176923,--------,-------,832,50712,800,108.1,118.4,10.3,0.087,170.8,0.19,0.329,643,0.011,12391,0.661,12411,--------,-------,8503,8545,117.6
259,265,Pocillopora,POC_29,Papagayo,34,20260217.07,2/17/2026,54770,486.3,-0.3,26.3,16.46,177.8,296.7,118.9,0.401,277.9,0.21,0.49,365,0.24,2635,0.27,125884,--------,-------,1110,34341,400,262.9,286.5,23.6,0.082,193,0.03,0.314,483,0.014,11250,0.671,11262,--------,-------,7826,7875,127.8
260,266,Porites,POC_31,Papagayo,34,20260217.07,2/17/2026,54790,624.5,-0.3,26.3,16.44,96.5,154.5,58,0.375,230.7,0.35,0.51,366,0.19,2830,0.3,154603,--------,-------,1023,47650,700,142.5,155,12.5,0.081,179,0.33,0.214,602,0.011,13350,0.775,13481,--------,-------,10689,10718,93.6
141,,,,,,20260217.07,2/17/2026,54812,553.4,-0.3,26.3,16.43,208.5,347.9,139.3,0.4,318.8,0.18,0.55,405,0.21,3419,0.24,116867,--------,-------,1242,28816,300,328.5,355.9,27.4,0.077,182.8,0.14,0.26,473,0.725,13920,0.016,13950,--------,-------,10374,10431,96.4