Run,Chamber,Light_Level,Date,Start.time,Stop.time,Note
1,1,173,20261202,10:42,11:12,
1,1,0,20261202,11:12,11:29,
1,2,173,20261202,10:42,11:12,
1,2,0,20261202,11:12,11:29,
1,3,173,20261202,10:42,11:12,
1,3,0,20261202,11:12,11:29,
1,4,173,20261202,10:42,11:12,
1,4,0,20261202,11:12,11:29,
1,5,173,20261202,10:42,11:12,
1,5,0,20261202,11:12,11:29,
1,6,173,20261202,10:42,11:12,
1,6,0,20261202,11:12,11:29,
1,7,173,20261202,10:42,11:12,
1,7,0,20261202,11:12,11:29,
1,8,173,20261202,10:42,11:12,
1,8,0,20261202,11:12,11:29,
1,9,173,20261202,10:42,11:12,
1,9,0,20261202,11:12,11:29,
1,10,173,20261202,10:42,11:12,
1,10,0,20261202,11:12,11:29,
1,11,173,20261202,10:42,11:12,
1,11,0,20261202,11:12,11:29,
1,12,173,20261202,10:42,11:12,
1,12,0,20261202,11:12,11:29,
1,13,173,20261202,10:42,11:12,
1,13,0,20261202,11:12,11:29,
1,14,173,20261202,10:42,11:12,
1,14,0,20261202,11:12,11:29,
1,15,173,20261202,10:42,11:12,
1,15,0,20261202,11:12,11:29,
1,16,173,20261202,10:42,11:12,
1,16,0,20261202,11:12,11:29,
2,1,183,20261202,12:42,12:59,
2,1,0,20261202,12:59,13:15,
2,2,183,20261202,12:42,12:59,
2,2,0,20261202,12:59,13:15,
2,3,183,20261202,12:42,12:59,
2,3,0,20261202,12:59,13:15,
2,4,183,20261202,12:42,12:59,
2,4,0,20261202,12:59,13:15,
2,5,183,20261202,12:42,12:59,
2,5,0,20261202,12:59,13:15,
2,6,183,20261202,12:42,12:59,
2,6,0,20261202,12:59,13:15,
2,7,183,20261202,12:42,12:59,
2,7,0,20261202,12:59,13:15,
2,8,183,20261202,12:42,12:59,
2,8,0,20261202,12:59,13:15,
2,9,183,20261202,12:42,12:59,
2,9,0,20261202,12:59,13:15,
2,10,183,20261202,12:42,12:59,
2,10,0,20261202,12:59,13:15,
2,11,183,20261202,12:42,12:59,
2,11,0,20261202,12:59,13:15,
2,12,183,20261202,12:42,12:59,
2,12,0,20261202,12:59,13:15,
2,13,183,20261202,12:42,12:59,
2,13,0,20261202,12:59,13:15,
2,14,183,20261202,12:42,12:59,
2,14,0,20261202,12:59,13:15,
2,15,183,20261202,12:42,12:59,
2,15,0,20261202,12:59,13:15,
2,16,183,20261202,12:42,12:59,
2,16,0,20261202,12:59,13:15,
3,1,185,20261202,14:15,14:33,
3,1,0,20261202,14:33,14:50,
3,2,185,20261202,14:15,14:33,
3,2,0,20261202,14:33,14:50,
3,3,185,20261202,14:15,14:33,
3,3,0,20261202,14:33,14:50,
3,4,185,20261202,14:15,14:33,
3,4,0,20261202,14:33,14:50,
3,5,185,20261202,14:15,14:33,
3,5,0,20261202,14:33,14:50,
3,6,185,20261202,14:15,14:33,
3,6,0,20261202,14:33,14:50,
3,7,185,20261202,14:15,14:33,
3,7,0,20261202,14:33,14:50,
3,8,185,20261202,14:15,14:33,
3,8,0,20261202,14:33,14:50,
3,9,185,20261202,14:15,14:33,
3,9,0,20261202,14:33,14:50,
3,10,185,20261202,14:15,14:33,
3,10,0,20261202,14:33,14:50,
3,11,185,20261202,14:15,14:33,
3,11,0,20261202,14:33,14:50,
3,12,185,20261202,14:15,14:33,
3,12,0,20261202,14:33,14:50,
3,13,185,20261202,14:15,14:33,
3,13,0,20261202,14:33,14:50,
3,14,185,20261202,14:15,14:33,
3,14,0,20261202,14:33,14:50,
3,15,185,20261202,14:15,14:33,
3,15,0,20261202,14:33,14:50,
3,16,185,20261202,14:15,14:33,
3,16,0,20261202,14:33,14:50,
4,1,185,20261202,15:41,16:00,
4,1,0,20261202,16:00,16:18,
4,2,185,20261202,15:41,16:00,
4,2,0,20261202,16:00,16:18,
4,3,185,20261202,15:41,16:00,
4,3,0,20261202,16:00,16:18,
4,4,185,20261202,15:41,16:00,
4,4,0,20261202,16:00,16:18,
4,5,185,20261202,15:41,16:00,
4,5,0,20261202,16:00,16:18,
4,6,185,20261202,15:41,16:00,
4,6,0,20261202,16:00,16:18,
4,7,185,20261202,15:41,16:00,
4,7,0,20261202,16:00,16:18,
4,8,185,20261202,15:41,16:00,
4,8,0,20261202,16:00,16:18,
4,9,185,20261202,15:41,16:00,
4,9,0,20261202,16:00,16:18,
4,10,185,20261202,15:41,16:00,
4,10,0,20261202,16:00,16:18,
4,11,185,20261202,15:41,16:00,
4,11,0,20261202,16:00,16:18,
4,12,185,20261202,15:41,16:00,
4,12,0,20261202,16:00,16:18,
4,13,185,20261202,15:41,16:00,
4,13,0,20261202,16:00,16:18,
4,14,185,20261202,15:41,16:00,
4,14,0,20261202,16:00,16:18,
4,15,185,20261202,15:41,16:00,
4,15,0,20261202,16:00,16:18,
4,16,185,20261202,15:41,16:00,
4,16,0,20261202,16:00,16:18,
5,1,185,20261202,17:15,17:37,
5,1,0,20261202,17:37,17:54,
5,2,185,20261202,17:15,17:37,
5,2,0,20261202,17:37,17:54,
5,3,185,20261202,17:15,17:37,
5,3,0,20261202,17:37,17:54,
5,4,185,20261202,17:15,17:37,
5,4,0,20261202,17:37,17:54,
5,5,185,20261202,17:15,17:37,
5,5,0,20261202,17:37,17:54,
5,6,185,20261202,17:15,17:37,
5,6,0,20261202,17:37,17:54,
5,7,185,20261202,17:15,17:37,
5,7,0,20261202,17:37,17:54,
5,8,185,20261202,17:15,17:37,
5,8,0,20261202,17:37,17:54,
5,9,185,20261202,17:15,17:37,
5,9,0,20261202,17:37,17:54,
5,10,185,20261202,17:15,17:37,
5,10,0,20261202,17:37,17:54,
5,11,185,20261202,17:15,17:37,
5,11,0,20261202,17:37,17:54,
5,12,185,20261202,17:15,17:37,
5,12,0,20261202,17:37,17:54,
5,13,185,20261202,17:15,17:37,
5,13,0,20261202,17:37,17:54,
5,14,185,20261202,17:15,17:37,
5,14,0,20261202,17:37,17:54,
5,15,185,20261202,17:15,17:37,
5,15,0,20261202,17:37,17:54,
5,16,185,20261202,17:15,17:37,
5,16,0,20261202,17:37,17:54,
6,1,185,20261202,18:55,19:14,
6,1,0,20261202,19:14,19:30,
6,2,185,20261202,18:55,19:14,
6,2,0,20261202,19:14,19:30,
6,3,185,20261202,18:55,19:14,
6,3,0,20261202,19:14,19:30,
6,4,185,20261202,18:55,19:14,
6,4,0,20261202,19:14,19:30,
6,5,185,20261202,18:55,19:14,
6,5,0,20261202,19:14,19:30,
6,6,185,20261202,18:55,19:14,
6,6,0,20261202,19:14,19:30,
6,7,185,20261202,18:55,19:14,
6,7,0,20261202,19:14,19:30,
6,8,185,20261202,18:55,19:14,
6,8,0,20261202,19:14,19:30,
6,9,185,20261202,18:55,19:14,
6,9,0,20261202,19:14,19:30,
6,10,185,20261202,18:55,19:14,
6,10,0,20261202,19:14,19:30,
6,11,185,20261202,18:55,19:14,
6,11,0,20261202,19:14,19:30,
6,12,185,20261202,18:55,19:14,
6,12,0,20261202,19:14,19:30,
6,13,185,20261202,18:55,19:14,
6,13,0,20261202,19:14,19:30,
6,14,185,20261202,18:55,19:14,
6,14,0,20261202,19:14,19:30,
6,15,185,20261202,18:55,19:14,
6,15,0,20261202,19:14,19:30,
6,16,185,20261202,18:55,19:14,
6,16,0,20261202,19:14,19:30,
7,1,182,20261302,9:27,9:44,
7,1,0,20261302,9:44,10:01,
7,2,182,20261302,9:27,9:44,
7,2,0,20261302,9:44,10:01,
7,3,182,20261302,9:27,9:44,
7,3,0,20261302,9:44,10:01,
7,11,182,20261302,9:27,9:44,
7,11,0,20261302,9:44,10:01,
7,12,182,20261302,9:27,9:44,
7,12,0,20261302,9:44,10:01,
7,13,182,20261302,9:27,9:44,
7,13,0,20261302,9:44,10:01,
7,8,182,20261302,9:27,9:44,
7,8,0,20261302,9:44,10:01,
7,10,182,20261302,9:27,9:44,
7,10,0,20261302,9:44,10:01,
8,1,182,20261302,10:36,10:54,
8,1,0,20261302,10:54,11:11,
8,2,182,20261302,10:36,10:54,
8,2,0,20261302,10:54,11:11,
8,3,182,20261302,10:36,10:54,
8,3,0,20261302,10:54,11:11,
8,11,182,20261302,10:36,10:54,
8,11,0,20261302,10:54,11:11,
8,12,182,20261302,10:36,10:54,
8,12,0,20261302,10:54,11:11,
8,13,182,20261302,10:36,10:54,
8,13,0,20261302,10:54,11:11,
8,8,182,20261302,10:36,10:54,
8,8,0,20261302,10:54,11:11,
8,10,182,20261302,10:36,10:54,
8,10,0,20261302,10:54,11:11,
9,1,182,20261302,11:38,11:52,
9,1,0,20261302,11:52,12:08,
9,2,182,20261302,11:38,11:52,
9,2,0,20261302,11:52,12:08,
9,3,182,20261302,11:38,11:52,
9,3,0,20261302,11:52,12:08,
9,11,182,20261302,11:38,11:52,
9,11,0,20261302,11:52,12:08,
9,12,182,20261302,11:38,11:52,
9,12,0,20261302,11:52,12:08,
9,13,182,20261302,11:38,11:52,
9,13,0,20261302,11:52,12:08,
9,8,182,20261302,11:38,11:52,
9,8,0,20261302,11:52,12:08,
9,10,182,20261302,11:38,11:52,
9,10,0,20261302,11:52,12:08,
10,1,182,20261302,12:33,12:48,
10,1,0,20261302,12:48,13:03,
10,2,182,20261302,12:33,12:48,
10,2,0,20261302,12:48,13:03,
10,3,182,20261302,12:33,12:48,
10,3,0,20261302,12:48,13:03,
10,11,182,20261302,12:33,12:48,
10,11,0,20261302,12:48,13:03,
10,12,182,20261302,12:33,12:48,
10,12,0,20261302,12:48,13:03,
10,13,182,20261302,12:33,12:48,
10,13,0,20261302,12:48,13:03,
10,8,182,20261302,12:33,12:48,
10,8,0,20261302,12:48,13:03,
10,10,182,20261302,12:33,12:48,
10,10,0,20261302,12:48,13:03,
11,1,182,20261302,13:35,13:52,
11,1,0,20261302,13:52,14:05,
11,2,182,20261302,13:35,13:52,
11,2,0,20261302,13:52,14:05,
11,3,182,20261302,13:35,13:52,
11,3,0,20261302,13:52,14:05,
11,11,182,20261302,13:35,13:52,
11,11,0,20261302,13:52,14:05,
11,12,182,20261302,13:35,13:52,
11,12,0,20261302,13:52,14:05,
11,13,182,20261302,13:35,13:52,
11,13,0,20261302,13:52,14:05,
11,8,182,20261302,13:35,13:52,
11,8,0,20261302,13:52,14:05,
11,10,182,20261302,13:35,13:52,
11,10,0,20261302,13:52,14:05,
12,1,182,20261302,14:27,14:45,
12,1,0,20261302,14:45,15:04,
12,2,182,20261302,14:27,14:45,
12,2,0,20261302,14:45,15:04,
12,3,182,20261302,14:27,14:45,
12,3,0,20261302,14:45,15:04,
12,11,182,20261302,14:27,14:45,
12,11,0,20261302,14:45,15:04,
12,12,182,20261302,14:27,14:45,
12,12,0,20261302,14:45,15:04,
12,13,182,20261302,14:27,14:45,
12,13,0,20261302,14:45,15:04,
12,8,182,20261302,14:27,14:45,
12,8,0,20261302,14:45,15:04,
12,10,182,20261302,14:27,14:45,
12,10,0,20261302,14:45,15:04,
13,14,205,20261602,7:32,7:48,
13,14,0,20261602,7:48,8:05,
13,15,205,20261602,7:32,7:48,
13,15,0,20261602,7:48,8:05,
13,16,205,20261602,7:32,7:48,
13,16,0,20261602,7:48,8:05,
13,13,205,20261602,7:32,7:48,
13,13,0,20261602,7:48,8:05,
13,12,205,20261602,7:32,7:48,
13,12,0,20261602,7:48,8:05,
13,4,205,20261602,7:32,7:48,
13,4,0,20261602,7:48,8:05,
13,5,205,20261602,7:32,7:48,
13,5,0,20261602,7:48,8:05,
13,6,205,20261602,7:32,7:48,
13,6,0,20261602,7:48,8:05,
13,7,205,20261602,7:32,7:48,
13,7,0,20261602,7:48,8:05,
13,9,205,20261602,7:32,7:48,
13,9,0,20261602,7:48,8:05,
13,8,205,20261602,7:32,7:48,
13,8,0,20261602,7:48,8:05,
13,10,205,20261602,7:32,7:48,
13,10,0,20261602,7:48,8:05,
14,14,205,20261602,8:41,8:57,
14,14,0,20261602,8:57,9:11,
14,15,205,20261602,8:41,8:57,
14,15,0,20261602,8:57,9:11,
14,16,205,20261602,8:41,8:57,
14,16,0,20261602,8:57,9:11,
14,13,205,20261602,8:41,8:57,
14,13,0,20261602,8:57,9:11,
14,12,205,20261602,8:41,8:57,
14,12,0,20261602,8:57,9:11,
14,4,205,20261602,8:41,8:57,
14,4,0,20261602,8:57,9:11,
14,5,205,20261602,8:41,8:57,
14,5,0,20261602,8:57,9:11,
14,6,205,20261602,8:41,8:57,
14,6,0,20261602,8:57,9:11,
14,7,205,20261602,8:41,8:57,
14,7,0,20261602,8:57,9:11,
14,9,205,20261602,8:41,8:57,
14,9,0,20261602,8:57,9:11,
14,8,205,20261602,8:41,8:57,
14,8,0,20261602,8:57,9:11,
14,10,205,20261602,8:41,8:57,
14,10,0,20261602,8:57,9:11,
15,14,205,20261602,9:42,10:00,
15,14,0,20261602,10:00,10:16,
15,15,205,20261602,9:42,10:00,
15,15,0,20261602,10:00,10:16,
15,16,205,20261602,9:42,10:00,
15,16,0,20261602,10:00,10:16,
15,13,205,20261602,9:42,10:00,
15,13,0,20261602,10:00,10:16,
15,12,205,20261602,9:42,10:00,
15,12,0,20261602,10:00,10:16,
15,4,205,20261602,9:42,10:00,
15,4,0,20261602,10:00,10:16,
15,5,205,20261602,9:42,10:00,
15,5,0,20261602,10:00,10:16,
15,6,205,20261602,9:42,10:00,
15,6,0,20261602,10:00,10:16,
15,7,205,20261602,9:42,10:00,
15,7,0,20261602,10:00,10:16,
15,9,205,20261602,9:42,10:00,
15,9,0,20261602,10:00,10:16,
15,8,205,20261602,9:42,10:00,
15,8,0,20261602,10:00,10:16,
15,10,205,20261602,9:42,10:00,
15,10,0,20261602,10:00,10:16,
16,14,205,20261602,10:40,10:56,
16,14,0,20261602,10:56,11:12,
16,15,205,20261602,10:40,10:56,
16,15,0,20261602,10:56,11:12,
16,16,205,20261602,10:40,10:56,
16,16,0,20261602,10:56,11:12,
16,13,205,20261602,10:40,10:56,
16,13,0,20261602,10:56,11:12,
16,12,205,20261602,10:40,10:56,
16,12,0,20261602,10:56,11:12,
16,4,205,20261602,10:40,10:56,
16,4,0,20261602,10:56,11:12,
16,5,205,20261602,10:40,10:56,
16,5,0,20261602,10:56,11:12,
16,6,205,20261602,10:40,10:56,
16,6,0,20261602,10:56,11:12,
16,7,205,20261602,10:40,10:56,
16,7,0,20261602,10:56,11:12,
16,9,205,20261602,10:40,10:56,
16,9,0,20261602,10:56,11:12,
16,8,205,20261602,10:40,10:56,
16,8,0,20261602,10:56,11:12,
16,10,205,20261602,10:40,10:56,
16,10,0,20261602,10:56,11:12,
17,14,205,20261602,11:42,11:59,
17,14,0,20261602,11:59,12:15,
17,15,205,20261602,11:42,11:59,
17,15,0,20261602,11:59,12:15,
17,16,205,20261602,11:42,11:59,
17,16,0,20261602,11:59,12:15,
17,13,205,20261602,11:42,11:59,
17,13,0,20261602,11:59,12:15,
17,12,205,20261602,11:42,11:59,
17,12,0,20261602,11:59,12:15,
17,4,205,20261602,11:42,11:59,
17,4,0,20261602,11:59,12:15,
17,5,205,20261602,11:42,11:59,
17,5,0,20261602,11:59,12:15,
17,6,205,20261602,11:42,11:59,
17,6,0,20261602,11:59,12:15,
17,7,205,20261602,11:42,11:59,
17,7,0,20261602,11:59,12:15,
17,9,205,20261602,11:42,11:59,
17,9,0,20261602,11:59,12:15,
17,8,205,20261602,11:42,11:59,
17,8,0,20261602,11:59,12:15,
17,10,205,20261602,11:42,11:59,
17,10,0,20261602,11:59,12:15,
18,14,205,20261602,12:42,13:06,
18,14,0,20261602,13:06,13:21,
18,15,205,20261602,12:42,13:06,
18,15,0,20261602,13:06,13:21,
18,16,205,20261602,12:56,13:06,Stirrer didn't work start data from 12:56
18,16,0,20261602,13:06,13:21,
18,13,205,20261602,12:42,13:06,
18,13,0,20261602,13:06,13:21,
18,12,205,20261602,12:42,13:06,
18,12,0,20261602,13:06,13:21,
18,4,205,20261602,12:42,13:06,
18,4,0,20261602,13:06,13:21,
18,5,205,20261602,12:42,13:06,
18,5,0,20261602,13:06,13:21,
18,6,205,20261602,12:42,13:06,
18,6,0,20261602,13:06,13:21,
18,7,205,20261602,12:42,13:06,
18,7,0,20261602,13:06,13:21,
18,9,205,20261602,12:42,13:06,
18,9,0,20261602,13:06,13:21,
18,8,205,20261602,12:42,13:06,
18,8,0,20261602,13:06,13:21,
18,10,205,20261602,12:42,13:06,
18,10,0,20261602,13:06,13:21,
19,14,205,20261602,13:52,14:08,"At 14:11 the light went off, everything kept working. It came back at 14:13"
19,14,0,20261602,14:08,14:28,
19,15,205,20261602,13:52,14:08,
19,15,0,20261602,14:08,14:28,
19,16,205,20261602,13:52,14:08,
19,16,0,20261602,14:08,14:28,
19,13,205,20261602,13:52,14:08,
19,13,0,20261602,14:08,14:28,
19,12,205,20261602,13:52,14:08,
19,12,0,20261602,14:08,14:28,
19,4,205,20261602,13:52,14:08,
19,4,0,20261602,14:08,14:28,
19,5,205,20261602,13:52,14:08,
19,5,0,20261602,14:08,14:28,
19,6,205,20261602,13:52,14:08,
19,6,0,20261602,14:08,14:28,
19,7,205,20261602,13:52,14:08,
19,7,0,20261602,14:08,14:28,
19,9,205,20261602,13:52,14:08,
19,9,0,20261602,14:08,14:28,
19,8,205,20261602,13:52,14:08,
19,8,0,20261602,14:08,14:28,
19,10,205,20261602,13:52,14:08,
19,10,0,20261602,14:08,14:28,
20,3,210,20261702,7:16,7:32,
20,3,0,20261702,7:32,7:37,
20,1,210,20261702,7:16,7:32,
20,1,0,20261702,7:32,7:37,
20,9,210,20261702,7:16,7:32,
20,9,0,20261702,7:32,7:37,
20,2,210,20261702,7:16,7:32,
20,2,0,20261702,7:32,7:37,
20,4,210,20261702,7:16,7:32,
20,4,0,20261702,7:32,7:37,
20,12,210,20261702,7:16,7:32,
20,12,0,20261702,7:32,7:37,
20,13,210,20261702,7:16,7:32,
20,13,0,20261702,7:32,7:37,
20,7,210,20261702,7:16,7:32,
20,7,0,20261702,7:32,7:37,
20,11,210,20261702,7:16,7:32,
20,11,0,20261702,7:32,7:37,
20,5,210,20261702,7:16,7:32,
20,5,0,20261702,7:32,7:37,
20,8,210,20261702,7:16,7:32,
20,8,0,20261702,7:32,7:37,
20,10,210,20261702,7:16,7:32,
20,10,0,20261702,7:32,7:37,
21,3,210,20261702,8:11,8:26,
21,3,0,20261702,8:26,8:43,
21,1,210,20261702,8:11,8:26,
21,1,0,20261702,8:26,8:43,
21,9,210,20261702,8:11,8:26,
21,9,0,20261702,8:26,8:43,
21,2,210,20261702,8:11,8:26,
21,2,0,20261702,8:26,8:43,
21,4,210,20261702,8:11,8:26,
21,4,0,20261702,8:26,8:43,
21,12,210,20261702,8:11,8:26,
21,12,0,20261702,8:26,8:43,
21,13,210,20261702,8:11,8:26,
21,13,0,20261702,8:26,8:43,
21,7,210,20261702,8:11,8:26,
21,7,0,20261702,8:26,8:43,
21,11,210,20261702,8:11,8:26,
21,11,0,20261702,8:26,8:43,
21,5,210,20261702,8:11,8:26,
21,5,0,20261702,8:26,8:43,
21,8,210,20261702,8:11,8:26,
21,8,0,20261702,8:26,8:43,
21,10,210,20261702,8:11,8:26,
21,10,0,20261702,8:26,8:43,
22,3,210,20261702,9:11,9:29,
22,3,0,20261702,9:29,9:46,
22,1,210,20261702,9:11,9:29,
22,1,0,20261702,9:29,9:46,
22,9,210,20261702,9:11,9:29,
22,9,0,20261702,9:29,9:46,
22,2,210,20261702,9:11,9:29,
22,2,0,20261702,9:29,9:46,
22,4,210,20261702,9:11,9:29,
22,4,0,20261702,9:29,9:46,
22,12,210,20261702,9:11,9:29,
22,12,0,20261702,9:29,9:46,
22,13,210,20261702,9:11,9:29,
22,13,0,20261702,9:29,9:46,
22,7,210,20261702,9:11,9:29,
22,7,0,20261702,9:29,9:46,
22,11,210,20261702,9:11,9:29,
22,11,0,20261702,9:29,9:46,
22,5,210,20261702,9:11,9:29,
22,5,0,20261702,9:29,9:46,
22,8,210,20261702,9:11,9:29,
22,8,0,20261702,9:29,9:46,
22,10,210,20261702,9:11,9:29,
22,10,0,20261702,9:29,9:46,
23,3,210,20261702,10:06,10:23,
23,3,0,20261702,10:23,10:40,
23,1,210,20261702,10:06,10:23,
23,1,0,20261702,10:23,10:40,
23,9,210,20261702,10:06,10:23,
23,9,0,20261702,10:23,10:40,
23,2,210,20261702,10:06,10:23,
23,2,0,20261702,10:23,10:40,
23,4,210,20261702,10:06,10:23,
23,4,0,20261702,10:23,10:40,
23,12,210,20261702,10:06,10:23,
23,12,0,20261702,10:23,10:40,
23,13,210,20261702,10:06,10:23,
23,13,0,20261702,10:23,10:40,
23,7,210,20261702,10:06,10:23,
23,7,0,20261702,10:23,10:40,
23,11,210,20261702,10:06,10:23,
23,11,0,20261702,10:23,10:40,
23,5,210,20261702,10:06,10:23,
23,5,0,20261702,10:23,10:40,
23,8,210,20261702,10:06,10:23,
23,8,0,20261702,10:23,10:40,
23,10,210,20261702,10:06,10:23,
23,10,0,20261702,10:23,10:40,
24,3,210,20261702,11:05,11:21,
24,3,0,20261702,11:21,11:35,
24,1,210,20261702,11:05,11:21,
24,1,0,20261702,11:21,11:35,
24,9,210,20261702,11:05,11:21,
24,9,0,20261702,11:21,11:35,
24,2,210,20261702,11:05,11:21,
24,2,0,20261702,11:21,11:35,
24,4,210,20261702,11:05,11:21,
24,4,0,20261702,11:21,11:35,
24,12,210,20261702,11:05,11:21,
24,12,0,20261702,11:21,11:35,
24,13,210,20261702,11:05,11:21,
24,13,0,20261702,11:21,11:35,
24,7,210,20261702,11:05,11:21,
24,7,0,20261702,11:21,11:35,
24,11,210,20261702,11:05,11:21,
24,11,0,20261702,11:21,11:35,
24,5,210,20261702,11:05,11:21,
24,5,0,20261702,11:21,11:35,
24,8,210,20261702,11:05,11:21,
24,8,0,20261702,11:21,11:35,
24,10,210,20261702,11:05,11:21,
24,10,0,20261702,11:21,11:35,
25,3,210,20261702,11:59,12:15,
25,3,0,20261702,12:15,12:29,
25,1,210,20261702,11:59,12:15,
25,1,0,20261702,12:15,12:29,
25,9,210,20261702,11:59,12:15,
25,9,0,20261702,12:15,12:29,
25,2,210,20261702,11:59,12:15,
25,2,0,20261702,12:15,12:29,
25,4,210,20261702,11:59,12:15,
25,4,0,20261702,12:15,12:29,
25,12,210,20261702,11:59,12:15,
25,12,0,20261702,12:15,12:29,
25,13,210,20261702,11:59,12:15,
25,13,0,20261702,12:15,12:29,
25,7,210,20261702,11:59,12:15,
25,7,0,20261702,12:15,12:29,
25,11,210,20261702,11:59,12:15,
25,11,0,20261702,12:15,12:29,
25,5,210,20261702,11:59,12:15,
25,5,0,20261702,12:15,12:29,
25,8,210,20261702,11:59,12:15,
25,8,0,20261702,12:15,12:29,
25,10,210,20261702,11:59,12:15,
25,10,0,20261702,12:15,12:29,
26,3,210,20261702,12:47,13:02,
26,3,0,20261702,13:02,13:17,
26,1,210,20261702,12:47,13:02,
26,1,0,20261702,13:02,13:17,
26,9,210,20261702,12:47,13:02,
26,9,0,20261702,13:02,13:17,
26,2,210,20261702,12:47,13:02,
26,2,0,20261702,13:02,13:17,
26,4,210,20261702,12:47,13:02,
26,4,0,20261702,13:02,13:17,
26,12,210,20261702,12:47,13:02,
26,12,0,20261702,13:02,13:17,
26,13,210,20261702,12:47,13:02,
26,13,0,20261702,13:02,13:17,
26,7,210,20261702,12:47,13:02,
26,7,0,20261702,13:02,13:17,
26,11,210,20261702,12:47,13:02,
26,11,0,20261702,13:02,13:17,
26,5,210,20261702,12:47,13:02,
26,5,0,20261702,13:02,13:17,
26,8,210,20261702,12:47,13:02,
26,8,0,20261702,13:02,13:17,
26,10,210,20261702,12:47,13:02,
26,10,0,20261702,13:02,13:17,